common_name	book_index_number	species	genius	family	cap_diameter	cap_margin	cap_shape	cap_surface	cap_color	cap_bruising_color	cap_KOH_color	gill_attachment	gill_spacing	gill_shape	gill_color	stalk_length	stalk_diameter	stalk_shape	stalk_base	stalk_color	stalk_bruising_color	stalk_rings	odor	veil	veil_color	spore_length	spore_width	spore_shape	spore_color	edible	season	clusters	habitat	range
Red-gilled_Agaricus	159	echinatum	Melaniphyllum	Agaricaceae	small	hanging_veil	flat	scaly	brown	NA	NA	free	close	broad	brown	small	small	straight	bulbous	brown	NA	NA	NA	partial	NA	small	small	elliptical	brown	NA	Aug	scattered	deciduous_woods	mid-west
Pungent_Cystoderma	194	amianthinum	Cystoderma	Agaricaceae	small	NA	convex	wrinkled	yellow	NA	brown	attached	crowded	narrow	white	small	small	straight	NA	white	NA	incomplete	NA	partial	yellow	small	small	elliptical	white	NA	Aug	scattered	coniferous_woods	north-east
Golden_False_Pholiota	192	aurea	Phaeolepiota	Agaricaceae	medium	fringed	flat	NA	brown	NA	NA	attached	close	broad	yellow	medium	medium	tapering_up	NA	orange	NA	flaring	NA	partial	brown	medium	medium	elliptical	brown	caution	Sep	clustered	deciduous_woods	canada
Spring_Agaricus	157	bitorquis	Agaricus	Agaricaceae	small	cracking	convex	fibers	brown	NA	NA	free	close	narrow	pink	small	medium	straight	NA	white	NA	pendant	NA	partial	white	small	small	round	brown	choice	May	solitary	urban	canada
Common_Conifer_Cystoderma	191	fallax	Cystoderma	Agaricaceae	small	NA	convex	granular	yellow	NA	NA	attached	close	narrow	white	small	small	straight	bulbous	white	NA	flaring	NA	partial	brown	small	small	elliptical	white	NA	NA	scattered	coniferous_woods	north-west
Felt-ringed_Agaricus	158	hondensis	Agaricus	Agaricaceae	medium	NA	convex	fibers	gray	NA	yellow	free	crowded	narrow	brown	small	small	straight	bulbous	white	NA	pendant	mild	partial	white	small	small	elliptical	purple	poison	Sep	scattered	mixed_woods	canada
Malodorous_Lepiota	177	cristata	Lepiota	Agaricaceae	small	NA	convex	scaly	brown	NA	NA	free	close	narrow	NA	small	small	straight	NA	white	NA	evanescent	foul	partial	white	small	small	wedge	white	caution	Aug	NA	mixed_woods	north-east
Green-spored_Lepiota	169	molybdites	Chlorophyllum	Agaricaceae	medium	NA	flat	dry	pink	NA	NA	free	close	broad	gray	medium	medium	tapering_up	NA	white	gray	pendant	NA	partial	white	medium	medium	elliptical	green	poison	Aug	fairy_ring	meadows	north-west
Meadow_Mushroom	153	campestris	Agaricus	Agaricaceae	small	NA	convex	smooth	white	NA	NA	free	crowded	broad	pink	small	small	tapering_down	NA	NA	NA	evanescent	NA	partial	white	small	small	elliptical	purple	choice	Aug	scattered	meadows	mid-west
Bleeding_Agaricus	160	haemorrhoidarius	Agaricus	Agaricaceae	small	NA	convex	dry	gray	red	NA	free	close	broad	brown	small	small	straight	bulbous	white	pink	pendant	NA	partial	white	small	small	elliptical	purple	caution	Jul	solitary	mixed_woods	north-west
Tuberous_Cystoderma	195	paradoxum	Dissoderma	Agaricaceae	small	incurved	convex	dry	purple	NA	NA	attached	distant	broad	brown	small	small	tapering_up	bulbous	purple	NA	sheath	NA	universal	yellow	small	small	elliptical	white	NA	Sep	NA	mixed_woods	north-west
Deadly_Lepiota	162	josserandii	Lepiota	Agaricaceae	small	hanging_veil	convex	dry	brown	NA	NA	free	close	broad	white	small	small	straight	NA	red	NA	incomplete	musty	partial	white	small	small	elliptical	white	deadly	Jan	NA	deciduous_woods	south-west
Yellow-foot_Agaricus	155	xanthodermus	Agaricus	Agaricaceae	medium	decurved	convex	dry	white	yellow	yellow	free	close	broad	brown	small	medium	straight	bulbous	white	yellow	pendant	foul	partial	white	small	small	elliptical	brown	poison	Sep	scattered	urban	north-west
Sharp-scaled_Lepiota	163	acutesquamosa	Lepiota	Agaricaceae	small	NA	convex	fibers	brown	NA	NA	free	crowded	narrow	white	small	small	tapering_up	bulbous	brown	NA	evanescent	NA	partial	white	small	small	elliptical	white	caution	Sep	NA	deciduous_woods	mid-west
Meadow_Mushroom	153	campestris	Agaricus	Agaricaceae	small	NA	convex	smooth	brown	NA	NA	free	crowded	broad	brown	small	small	tapering_down	NA	NA	NA	evanescent	NA	partial	white	small	small	elliptical	purple	choice	Aug	scattered	meadows	south-east
Prince	150	augustus	Agaricus	Agaricaceae	large	decurved	convex	fibers	yellow	yellow	yellow	free	close	broad	white	small	medium	tapering_up	NA	white	NA	pendant	almond	partial	white	small	medium	elliptical	purple	choice	Jul	solitary	meadows	canada
Red-tinged_Lepiota	175	rubrotincta	Lepiota	Agaricaceae	small	cracking	convex	smooth	white	NA	NA	free	close	narrow	white	small	small	straight	bulbous	white	NA	pendant	NA	partial	white	small	medium	elliptical	white	NA	Aug	NA	deciduous_woods	south-east
Yellow-foot_Agaricus	155	xanthodermus	Agaricus	Agaricaceae	small	decurved	convex	dry	white	yellow	yellow	free	close	broad	brown	small	medium	straight	bulbous	white	yellow	pendant	foul	partial	white	small	small	elliptical	brown	poison	Oct	scattered	urban	north-west
Knobbed_Squamanita	193	umbonata	Squamanita	Agaricaceae	small	incurved	conical	fibers	yellow	NA	NA	attached	crowded	broad	white	small	small	tapering_up	bulbous	white	NA	NA	NA	partial	NA	small	small	elliptical	white	NA	Aug	solitary	mixed_woods	north-east
Common_Conifer_Cystoderma	191	fallax	Cystoderma	Agaricaceae	small	NA	convex	granular	yellow	NA	NA	attached	close	narrow	white	small	small	straight	bulbous	white	NA	flaring	NA	partial	brown	small	small	elliptical	white	NA	NA	scattered	coniferous_woods	north-west
Spring_Agaricus	157	bitorquis	Agaricus	Agaricaceae	small	cracking	convex	fibers	brown	NA	NA	free	close	narrow	brown	small	medium	straight	NA	white	NA	pendant	NA	partial	white	small	small	round	brown	choice	May	solitary	urban	south-east
Common_Conifer_Cystoderma	191	fallax	Cystoderma	Agaricaceae	small	NA	convex	granular	yellow	NA	NA	attached	close	narrow	white	small	small	straight	bulbous	white	NA	flaring	NA	partial	brown	small	small	elliptical	white	NA	NA	scattered	coniferous_woods	north-west
Meadow_Mushroom	153	campestris	Agaricus	Agaricaceae	small	NA	convex	smooth	brown	NA	NA	free	crowded	broad	pink	small	small	tapering_down	NA	NA	NA	evanescent	NA	partial	white	small	medium	elliptical	purple	choice	Aug	scattered	meadows	mid-west
Red-tinged_Lepiota	175	rubrotincta	Lepiota	Agaricaceae	small	cracking	convex	smooth	white	NA	NA	free	close	narrow	white	small	small	straight	bulbous	white	NA	pendant	NA	partial	white	small	small	elliptical	white	NA	Sep	NA	deciduous_woods	mid-west
California_Agaricus	151	californicus	Agaricus	Agaricaceae	small	NA	convex	smooth	white	NA	white	free	close	narrow	white	small	small	straight	NA	white	gray	pendant	pungent	partial	white	small	small	elliptical	purple	poison	Sep	scattered	urban	north-west
Reddening_Lepiota	173	americana	Lepiota	Agaricaceae	small	NA	convex	smooth	white	NA	NA	free	close	broad	white	small	small	tapering_up	NA	yellow	red	evanescent	NA	partial	white	medium	medium	elliptical	white	good	Aug	clustered	mixed_woods	north-east
Yellow-foot_Agaricus	155	xanthodermus	Agaricus	Agaricaceae	medium	decurved	convex	dry	white	yellow	yellow	free	close	broad	brown	small	medium	straight	bulbous	white	yellow	pendant	foul	partial	white	small	small	elliptical	brown	poison	Sep	scattered	urban	north-west
Malodorous_Lepiota	177	cristata	Lepiota	Agaricaceae	small	NA	convex	scaly	brown	NA	NA	free	close	narrow	NA	small	small	straight	NA	white	NA	evanescent	fishy	partial	white	small	small	wedge	white	caution	Sep	NA	mixed_woods	north-west
Reddening_Lepiota	173	americana	Lepiota	Agaricaceae	small	NA	flat	smooth	yellow	NA	NA	free	close	broad	white	small	small	tapering_up	NA	white	red	evanescent	NA	partial	white	small	medium	elliptical	white	good	Jun	clustered	mixed_woods	north-east
Shaggy-stalked_Lepiota	176	clypeolaria	Lepiota	Agaricaceae	small	upturned	flat	fibers	yellow	NA	NA	free	close	narrow	white	small	small	straight	NA	yellow	yellow	evanescent	NA	partial	white	large	small	spindle	white	poison	Jul	NA	mixed_woods	south-east
Prince	150	augustus	Agaricus	Agaricaceae	large	decurved	convex	fibers	yellow	yellow	yellow	free	close	broad	white	small	medium	tapering_up	NA	white	NA	pendant	almond	partial	white	medium	small	elliptical	purple	choice	Jul	solitary	meadows	canada
Abruptly-bulbous_Agaricus	122	abruptibulbus	Agaricus	Agaricaceae	small	NA	convex	fibers	white	yellow	yellow	free	crowded	narrow	white	small	small	tapering_down	bulbous	white	yellow	pendant	almond	partial	white	small	small	elliptical	purple	choice	Jul	NA	mixed_woods	canada
Spring_Agaricus	157	bitorquis	Agaricus	Agaricaceae	medium	cracking	convex	fibers	brown	NA	NA	free	close	narrow	brown	small	medium	straight	NA	white	NA	pendant	NA	partial	white	small	small	round	purple	choice	May	solitary	urban	mid-west
Reddening_Lepiota	173	americana	Lepiota	Agaricaceae	medium	NA	convex	smooth	white	NA	NA	free	close	broad	white	small	small	tapering_up	NA	white	red	evanescent	NA	partial	white	medium	medium	elliptical	white	good	Jul	clustered	mixed_woods	north-east
Felt-ringed_Agaricus	158	hondensis	Agaricus	Agaricaceae	small	NA	convex	fibers	white	NA	yellow	free	crowded	narrow	gray	small	small	straight	bulbous	white	NA	pendant	mild	partial	white	small	small	elliptical	purple	poison	Sep	scattered	mixed_woods	canada
Pungent_Cystoderma	194	amianthinum	Cystoderma	Agaricaceae	small	NA	convex	wrinkled	yellow	NA	brown	attached	crowded	narrow	white	small	small	straight	NA	white	NA	incomplete	NA	partial	yellow	small	small	elliptical	white	NA	Aug	scattered	coniferous_woods	north-east
Knobbed_Squamanita	193	umbonata	Squamanita	Agaricaceae	small	incurved	conical	fibers	yellow	NA	NA	attached	crowded	broad	white	small	medium	tapering_up	bulbous	white	NA	NA	NA	partial	NA	small	small	elliptical	white	NA	Aug	solitary	mixed_woods	north-east
Black-disc_Lepiota	178	atrodisca	Lepiota	Agaricaceae	small	upturned	convex	fibers	white	NA	NA	free	close	narrow	white	small	small	tapering_up	NA	white	NA	fragile	NA	partial	white	small	small	elliptical	white	caution	Oct	NA	mixed_woods	north-west
Lemon-yellow_Lepiota	180	lutea	Lepiota	Agaricaceae	small	grooved	conical	scaly	yellow	NA	NA	free	crowded	narrow	white	small	small	tapering_up	NA	yellow	NA	evanescent	NA	partial	yellow	medium	medium	elliptical	white	poison	Jul	NA	mixed_woods	south-east
Lemon-yellow_Lepiota	180	lutea	Lepiota	Agaricaceae	small	grooved	flat	scaly	yellow	NA	NA	free	crowded	narrow	white	small	small	tapering_up	NA	yellow	NA	evanescent	NA	partial	yellow	medium	small	elliptical	white	poison	Aug	NA	mixed_woods	north-east
Horse_Mushroom	156	arvensis	Agaricus	Agaricaceae	medium	hanging_veil	convex	smooth	white	yellow	yellow	free	close	broad	gray	small	small	tapering_up	NA	white	yellow	pendant	almond	partial	white	small	medium	elliptical	purple	choice	Jun	scattered	meadows	mid-west
Bleeding_Agaricus	160	haemorrhoidarius	Agaricus	Agaricaceae	small	NA	convex	fibers	brown	red	NA	free	close	broad	brown	small	small	straight	bulbous	pink	pink	pendant	NA	partial	white	small	small	elliptical	purple	caution	Aug	solitary	mixed_woods	south-east
Bleeding_Agaricus	160	haemorrhoidarius	Agaricus	Agaricaceae	small	NA	convex	dry	gray	red	NA	free	close	broad	pink	small	small	straight	bulbous	white	pink	pendant	NA	partial	white	small	small	elliptical	purple	caution	Jul	solitary	mixed_woods	north-east
Shaggy_Parasol	171	rachodes	Lepiota	Agaricaceae	small	NA	convex	fibers	white	yellow	NA	free	close	broad	white	medium	small	straight	bulbous	white	yellow	movable	NA	partial	white	small	small	elliptical	white	caution	Sep	clustered	urban	canada
Bleeding_Agaricus	160	haemorrhoidarius	Agaricus	Agaricaceae	small	NA	convex	dry	brown	red	NA	free	close	broad	pink	small	small	straight	bulbous	pink	pink	pendant	NA	partial	white	small	small	elliptical	purple	caution	Sep	solitary	mixed_woods	canada
Horse_Mushroom	156	arvensis	Agaricus	Agaricaceae	medium	hanging_veil	convex	smooth	white	yellow	yellow	free	close	broad	white	small	small	tapering_up	NA	white	yellow	pendant	almond	partial	white	small	medium	elliptical	brown	choice	Jun	numerous	meadows	canada
Spring_Agaricus	157	bitorquis	Agaricus	Agaricaceae	small	cracking	convex	fibers	brown	NA	NA	free	close	narrow	brown	small	medium	straight	NA	white	NA	pendant	NA	partial	white	small	small	round	brown	choice	May	solitary	urban	mid-west
Tuberous_Cystoderma	195	paradoxum	Dissoderma	Agaricaceae	small	incurved	convex	dry	gray	NA	NA	attached	distant	broad	gray	small	small	tapering_up	bulbous	gray	NA	sheath	NA	universal	yellow	medium	medium	elliptical	white	NA	Sep	NA	mixed_woods	north-west
Red-gilled_Agaricus	159	echinatum	Melaniphyllum	Agaricaceae	small	hanging_veil	flat	scaly	brown	NA	NA	free	close	broad	brown	small	small	straight	bulbous	brown	NA	NA	NA	partial	NA	small	small	elliptical	purple	NA	Aug	scattered	deciduous_woods	north-west
Red-tinged_Lepiota	175	rubrotincta	Lepiota	Agaricaceae	small	cracking	flat	smooth	pink	NA	NA	free	close	narrow	white	small	small	straight	bulbous	white	NA	pendant	NA	partial	white	medium	small	elliptical	white	NA	Sep	NA	deciduous_woods	canada
Horse_Mushroom	156	arvensis	Agaricus	Agaricaceae	medium	hanging_veil	convex	smooth	white	yellow	yellow	free	close	broad	white	small	medium	tapering_up	NA	white	yellow	pendant	almond	partial	white	small	small	elliptical	purple	choice	Aug	numerous	meadows	north-east
Tuberous_Cystoderma	195	paradoxum	Dissoderma	Agaricaceae	small	incurved	convex	fibers	purple	NA	NA	attached	distant	broad	gray	small	small	tapering_up	bulbous	purple	NA	sheath	NA	universal	yellow	medium	small	elliptical	white	NA	Sep	NA	mixed_woods	north-west
Bleeding_Agaricus	160	haemorrhoidarius	Agaricus	Agaricaceae	small	NA	convex	fibers	brown	red	NA	free	close	broad	brown	small	small	straight	bulbous	pink	pink	pendant	NA	partial	white	small	small	elliptical	purple	caution	Aug	solitary	mixed_woods	canada
Bleeding_Agaricus	160	haemorrhoidarius	Agaricus	Agaricaceae	small	NA	convex	dry	gray	red	NA	free	close	broad	brown	small	small	straight	bulbous	pink	pink	pendant	NA	partial	white	small	small	elliptical	purple	caution	Jul	solitary	mixed_woods	mid-west
Red-gilled_Agaricus	159	echinatum	Melaniphyllum	Agaricaceae	small	hanging_veil	flat	scaly	brown	NA	NA	free	close	broad	brown	small	small	straight	bulbous	brown	NA	NA	NA	partial	NA	small	small	elliptical	purple	NA	Jul	scattered	deciduous_woods	south-east
Smooth_Lepiota	121	naucina	Lepiota	Agaricaceae	small	NA	convex	fibers	white	NA	NA	free	crowded	broad	pink	small	small	tapering_up	NA	white	NA	movable	foul	partial	white	small	small	oval	white	caution	Sep	scattered	meadows	north-west
Pungent_Cystoderma	194	amianthinum	Cystoderma	Agaricaceae	small	NA	convex	wrinkled	yellow	NA	brown	attached	crowded	narrow	white	small	small	straight	NA	white	NA	incomplete	NA	partial	yellow	small	small	elliptical	white	NA	Aug	solitary	coniferous_woods	south-east
Red-tinged_Lepiota	175	rubrotincta	Lepiota	Agaricaceae	small	cracking	flat	smooth	white	NA	NA	free	close	narrow	white	small	small	straight	bulbous	white	NA	pendant	NA	partial	white	small	small	elliptical	white	NA	Oct	NA	deciduous_woods	north-east
Felt-ringed_Agaricus	158	hondensis	Agaricus	Agaricaceae	small	NA	convex	fibers	gray	NA	yellow	free	crowded	narrow	brown	small	small	straight	bulbous	white	NA	pendant	mild	partial	white	small	small	elliptical	purple	poison	Sep	scattered	mixed_woods	canada
Western_Flat-topped_Agaricus	152	meleagris	Agaricus	Agaricaceae	medium	NA	convex	fibers	gray	yellow	yellow	free	close	broad	pink	medium	medium	straight	bulbous	pink	yellow	large	foul	partial	white	small	small	oval	brown	poison	Sep	solitary	meadows	north-west
Felt-ringed_Agaricus	158	hondensis	Agaricus	Agaricaceae	medium	NA	convex	smooth	gray	NA	yellow	free	crowded	narrow	brown	small	small	straight	bulbous	white	NA	pendant	mild	partial	white	small	small	elliptical	purple	poison	Sep	scattered	mixed_woods	canada
Black-disc_Lepiota	178	atrodisca	Lepiota	Agaricaceae	small	upturned	convex	fibers	white	NA	NA	free	close	narrow	white	small	small	tapering_up	NA	white	NA	fragile	NA	partial	white	small	small	elliptical	white	caution	Oct	NA	mixed_woods	north-west
Common_Conifer_Cystoderma	191	fallax	Cystoderma	Agaricaceae	small	NA	convex	granular	yellow	NA	NA	attached	close	narrow	white	small	small	straight	bulbous	white	NA	flaring	NA	partial	brown	small	small	elliptical	white	NA	NA	scattered	coniferous_woods	north-west
California_Agaricus	151	californicus	Agaricus	Agaricaceae	small	NA	convex	dry	white	NA	white	free	close	narrow	brown	small	small	straight	NA	white	gray	pendant	pungent	partial	white	small	small	elliptical	purple	poison	Oct	scattered	urban	north-west
Malodorous_Lepiota	177	cristata	Lepiota	Agaricaceae	small	NA	convex	scaly	brown	NA	NA	free	close	narrow	NA	small	small	straight	NA	white	NA	evanescent	fishy	partial	white	small	small	wedge	white	caution	Sep	NA	mixed_woods	south-east
Shaggy-stalked_Lepiota	176	clypeolaria	Lepiota	Agaricaceae	small	upturned	convex	fibers	yellow	NA	NA	free	close	narrow	white	small	small	straight	NA	yellow	yellow	evanescent	NA	partial	white	large	small	spindle	white	poison	Jul	NA	mixed_woods	south-east
Common_Conifer_Cystoderma	191	fallax	Cystoderma	Agaricaceae	small	NA	convex	granular	yellow	NA	NA	attached	close	narrow	white	small	small	straight	bulbous	white	NA	flaring	NA	partial	brown	small	small	elliptical	white	NA	NA	scattered	coniferous_woods	north-west
Horse_Mushroom	156	arvensis	Agaricus	Agaricaceae	medium	hanging_veil	convex	smooth	white	yellow	yellow	free	close	broad	gray	small	medium	tapering_up	NA	white	yellow	pendant	almond	partial	white	small	medium	elliptical	brown	choice	Jul	scattered	meadows	north-east
Green-spored_Lepiota	169	molybdites	Chlorophyllum	Agaricaceae	large	NA	flat	dry	pink	NA	NA	free	close	broad	white	medium	small	tapering_up	NA	white	gray	pendant	NA	partial	white	small	medium	elliptical	green	poison	Aug	fairy_ring	meadows	north-west
Prince	150	augustus	Agaricus	Agaricaceae	large	decurved	convex	fibers	yellow	yellow	yellow	free	close	broad	brown	small	medium	tapering_up	NA	white	NA	pendant	almond	partial	white	medium	medium	elliptical	purple	choice	Jul	solitary	meadows	canada
Common_Conifer_Cystoderma	191	fallax	Cystoderma	Agaricaceae	small	NA	convex	granular	yellow	NA	NA	attached	close	narrow	white	small	small	straight	bulbous	white	NA	flaring	NA	partial	brown	small	small	elliptical	white	NA	NA	scattered	coniferous_woods	north-west
Prince	150	augustus	Agaricus	Agaricaceae	medium	decurved	convex	fibers	yellow	yellow	yellow	free	close	broad	brown	small	medium	tapering_up	NA	white	NA	pendant	almond	partial	white	small	small	elliptical	purple	choice	Jul	solitary	meadows	canada
Shaggy-stalked_Lepiota	176	clypeolaria	Lepiota	Agaricaceae	small	upturned	convex	fibers	yellow	NA	NA	free	close	narrow	white	small	small	straight	NA	yellow	yellow	evanescent	NA	partial	white	large	small	spindle	white	poison	Sep	NA	mixed_woods	south-east
